"","AllContractor","NumberOfActions","Action_Obligation_OMB23_GDP21","MinOfFiscalYear","MaxOfFiscalYear","pos"
"4095","095619516",2,7883.56525153245,2006,2007,4095
"4096","795646376",1,7848.56877592296,2010,2010,4096
"4097","131788432",5,7841.51589269849,2016,2021,4097
"4098","027171763",3,7828.3201,2021,2021,4098
"4099","826182685",1,7821.73079318958,2006,2006,4099
"4100","167108005",1,7808.33195324932,2011,2011,4100
"4101","999147622",2,7801.01039098534,2000,2003,4101
"4102","623079068",1,7798.18272113747,2009,2009,4102
"4103","058064262",1,7797.09480777516,2011,2011,4103
"4104","146841114",2,7758.82578542402,2016,2016,4104
"4105","615264780",1,7747.03414921629,2011,2011,4105
"4106","044600591",1,7740.90624165996,2006,2006,4106
"4107","057762320",2,7738.29899806223,2006,2006,4107
"4108","063683494",1,7737.80088813701,2017,2017,4108
"4109","099106627",1,7719.0698,2021,2021,4109
"4110","103963252",1,7700.49396589514,2006,2006,4110
"4111","699297904",1,7684.93498754036,2014,2014,4111
"4112","005197926",1,7683.4100013446,2012,2012,4112
"4113","079670982",1,7681.23752756978,2016,2016,4113
"4114","079303857",3,7670.34493210124,2015,2016,4114
"4115","004415584",3,7660.36049001367,2003,2004,4115
"4116","101486785",1,7650.15546716185,2015,2015,4116
"4117","079728567",3,7629.30776992964,2016,2017,4117
"4118","799840632",2,7619.54436360883,2018,2018,4118
"4119","112712455",1,7571.43540780752,2006,2006,4119
"4120","604753298",1,7546.43051543537,2014,2014,4120
"4121","616412651",1,7536.55157857743,2009,2009,4121
"4122","826421406",2,7532.05601289678,2011,2011,4122
"4123","078454603",1,7532.01679316068,2015,2015,4123
"4124","967316527",3,7514.86946964008,2013,2020,4124
"4125","806246026",1,7509.54764783986,2009,2009,4125
"4126","123399383",1,7492.96608668256,2013,2013,4126
"4127","002246783",1,7491.91447807676,2006,2006,4127
"4128","069681989",14,7471.86249189108,2017,2020,4128
"4129","565637928",2,7463.45341912894,2014,2014,4129
"4130","780259466",1,7451.85973808633,2010,2010,4130
"4131","025139143",1,7421.98084914918,2005,2005,4131
"4132","809850977",1,7415.00079194372,2006,2006,4132
"4133","009010307",4,7404.94971514531,2013,2013,4133
"4134","197965056",2,7403.26819575394,2006,2006,4134
"4135","830177353",1,7394.56000129405,2012,2012,4135
"4136","039860929",1,7372.93068221026,2012,2012,4136
"4137","119286805",5,7339.16720098331,2020,2021,4137
"4138","152701538",5,7327.01359059238,2016,2020,4138
"4139","008288854",1,7314.39824777211,2010,2010,4139
"4140","087840018",1,7313.31829163226,2006,2006,4140
"4141","199834359",1,7312.09971072336,2008,2008,4141
"4142","042216549",1,7293.76396464929,2003,2006,4142
"4143","180616625",1,7292.5956133914,2009,2009,4143
"4144","787442813",1,7291.15672105156,2006,2006,4144
"4145","626285696",1,7282.98738961057,2005,2005,4145
"4146","827644910",1,7279.02000127383,2012,2012,4146
"4147","003915006",1,7277.71502671012,2015,2015,4147
"4148","010535508",1,7254.65531068334,2006,2006,4148
"4149","024058918",1,7234.81527969546,2010,2010,4149
"4150","NASATKA BARRIER",1,7222.99468874288,2004,2004,4150
"4151","010527179",1,7179.73183128016,2008,2008,4151
"4152","965577658",3,7177.17183405876,2012,2013,4152
"4153","078342601",2,7175.72663405994,2015,2015,4153
"4154","361438187",2,7173.68743942616,2013,2013,4154
"4155","FLIR SYSTEMS",3,7154.8329350053,2006,2016,4155
"4156","029520236",7,7142.28768268517,2005,2010,4156
"4157","124759718",2,7140.98885250703,2015,2017,4157
"4158","043075282",1,7130.49223384963,2020,2020,4158
"4159","967331872",2,7128.280348046,2015,2016,4159
"4160","177551603",1,7123.19729105824,2002,2002,4160
"4161","042403071",1,7117.56838650578,2007,2007,4161
"4162","616213547",1,7117.26400124552,2012,2012,4162
"4163","031070972",1,7088.24571194371,2013,2013,4163
"4164","131473456",2,7080.11809274353,2015,2015,4164
"4165","THE MATHWORKS",1,7060.41566265246,2006,2006,4165
"4166","077257715",1,7056.65999738904,2017,2017,4166
"4167","101926389",1,7055.60811217966,2011,2011,4167
"4168","784690765",3,7049.04872595275,2011,2017,4168
"4169","047857677",1,7044.13455137431,2005,2005,4169
"4170","610316838",1,7039.55771387062,2006,2006,4170
"4171","137554556",1,7012.46168758242,2014,2014,4171
"4172","946188968",1,7012.30142711875,2007,2007,4172
"4173","041273889",1,7011.74772585075,2005,2005,4173
"4174","492008781",1,7006.21968423789,2016,2016,4174
"4175","194836750",1,6987.58451143201,2011,2011,4175
"4176","024040792",2,6966.24109277373,2005,2006,4176
"4177","066868746",1,6909.19553398413,2006,2006,4177.5
"4178","619825979",1,6909.19553398413,2006,2006,4177.5
"4179","151062916",1,6902.10214949488,2014,2014,4179
"4180","112130187",6,6899.31692174228,2017,2020,4180
"4181","112414094",2,6897.46293779435,2006,2006,4181
"4182","078438726",3,6894.8495012066,2012,2013,4182
"4183","176275725",2,6893.72999234946,2011,2016,4183
"4184","001949221",1,6891.708832546,2003,2003,4184
"4185","105727189",1,6883.87320120468,2012,2012,4185
"4186","616719464",3,6877.31164953003,2011,2013,4186
"4187","116968205",1,6858,2021,2021,4187
"4188","136220899",1,6852.60179329788,2019,2019,4188
"4189","002352748",1,6850.53255303521,2006,2006,4189
"4190","123495991",1,6844.01444404088,2006,2006,4190
"4191","063214951",1,6842.71082224202,2006,2006,4191
"4192","007366891",1,6833.35595051808,2013,2013,4192
"4193","027554120",1,6817.42677270939,2005,2005,4193
"4194","001839638",1,6812.55373793369,2013,2013,4194
"4195","838655413",1,6811.42389906926,2006,2006,4195
"4196","806824004",1,6793.40561226885,2012,2012,4196
"4197","082984360",1,6759.27902711466,2006,2006,4197
"4198","194077624",1,6747.25531740835,2005,2005,4198
"4199","929788941",1,6740.95682349622,2008,2008,4199
"4200","607775848",1,6736.19999750761,2017,2017,4200
"4201","221947489",1,6731.69147513177,2004,2004,4201
"4202","789543449",1,6727.87267349364,2014,2014,4202
"4203","968795377",1,6711.91490363459,2012,2012,4203
"4204","054829841",1,6711.04502055666,2006,2006,4204
"4205","044343713",1,6700.61604616574,2006,2006,4205
"4206","118628510",1,6685.2258666177,2016,2016,4206
"4207","071840326",5,6673.91245607535,2010,2016,4207
"4208","849594759",1,6651.44429190115,2005,2005,4208
"4209","080191753",1,6650.42210179202,2016,2016,4209
"4210","065955601",1,6643.25668701569,2006,2006,4210
"4211","070202820",5,6617.06276600847,2008,2020,4211
"4212","001391333",1,6598.93354585428,2006,2006,4212
"4213","606479231",4,6587.90635522014,2016,2019,4213
"4214","807628722",1,6575.46835347471,2006,2006,4214
"4215","771187499",1,6568.01828828182,2010,2010,4215
"4216","007369168",1,6567.64662268152,2006,2006,4216
"4217","015036374",1,6554.61040469287,2006,2006,4217
"4218","120979372",1,6549.25792268612,2012,2012,4218
"4219","003179256",1,6523.67764577294,2008,2008,4219
"4220","096204763",1,6500.99759382231,2014,2014,4220
"4221","043895663",1,6451.70849434257,2008,2008,4221
"4222","052831877",1,6450.37608344238,2005,2005,4222
"4223","043400159",1,6446.40979538708,2006,2006,4223
"4224","002054062",1,6444.97827918845,2005,2005,4224
"4225","052827636",4,6441.93859262217,2006,2009,4225
"4226","005043054",1,6435.47091397783,2013,2013,4226
"4227","013474828",1,6430.99999762053,2017,2017,4227
"4228","140055034",3,6427.11119301131,2015,2017,4228
"4229","002799187",1,6421.75446724972,2003,2003,4229
"4230","199938531",1,6415.12287221432,2006,2006,4230
"4231","964040724",3,6410.23712582665,2012,2013,4231
"4232","626402007",1,6405.2998,2021,2021,4232
"4233","065142408",1,6403.14529622052,2005,2005,4233
"4234","627917136",1,6396.52767452614,2018,2018,4234
"4235","007362721",1,6383.83594904156,2006,2006,4235
"4236","084824499",1,6362.92069499753,2019,2019,4236
"4237","013487561",1,6358.19823730148,2009,2009,4237
"4238","151561461",1,6352.23311589025,2014,2014,4238
"4239","064373178",3,6350.26966935135,2018,2020,4239
"4240","066072948",1,6345.06934396621,2004,2004,4240
"4241","059012828",1,6305.61864110967,2006,2006,4241
"4242","037052297",1,6295.18966671875,2006,2006,4242
"4243","058005778",1,6293.60241611875,2008,2008,4243
"4244","809086346",1,6275.2179884183,2008,2008,4244
"4245","099196321",1,6233.22112955081,2012,2012,4245
"4246","848919262",1,6218.27598058572,2006,2006,4246
"4247","961821225",2,6215.91212780502,2010,2010,4247
"4248","175281013",1,6194.742851141,2018,2018,4248
"4249","796643153",4,6188.51160817958,2011,2021,4249
"4250","360614846",1,6186.35504169874,2009,2009,4250
"4251","326923547",1,6167.93319505087,2015,2015,4251
"4252","025396243",1,6160.47714553808,2012,2012,4252
"4253","018256701",1,6103.44436098104,2013,2013,4253
"4254","807052498",1,6102.91534860801,2012,2012,4254
"4255","022878953",1,6099.1422613518,2007,2007,4255
"4256","809582729",4,6086.44436116712,2016,2017,4256
"4257","090748344",1,6078.48152067155,2004,2004,4257
"4258","038812913",1,6061.25,2021,2021,4258
"4259","468163662",1,6040.21455560744,2009,2009,4259
"4260","072109242",1,6005.57971547845,2008,2008,4260
"4261","078862076",1,6004.62636109307,2014,2014,4261
"4262","022856504",1,5968.62205377942,2005,2005,4262
"4263","078810169",2,5937.92912991653,2016,2016,4263
"4264","019109701",1,5924.96107584111,2006,2006,4264
"4265","080657240",1,5923.65745404224,2006,2006,4265
"4266","001032432",1,5917.77870481753,2007,2007,4266
"4267","860062405",1,5914.69712969071,2014,2014,4267
"4268","070322888",1,5897.10114741489,2005,2005,4268
"4269","962617523",1,5889.48924222008,2011,2011,4269
"4270","196103571",1,5887.15604367403,2006,2006,4270
"4271","001961317",1,5881.94155647857,2006,2006,4271
"4272","003987997",1,5880.56560711543,2008,2008,4272
"4273","070454728",1,5880.06605943253,2011,2011,4273
"4274","107614117",2,5875.85951073073,2006,2015,4274
"4275","006096200",1,5854.5654987024,2006,2006,4275
"4276","183296227",1,5844.13652431148,2004,2006,4276
"4277","103853180",1,5843.52,2021,2021,4277
"4278","079550213",1,5815.36413877111,2018,2018,4278
"4279","064003643",1,5807.63511394327,2006,2006,4279
"4280","216143651",1,5797.20613955235,2006,2006,4280
"4281","109159798",7,5792.66829893238,2013,2014,4281
"4282","807859129",1,5791.99165235689,2006,2006,4282
"4283","001502335",1,5780.68622363402,2019,2019,4283
"4284","004996997",1,5762.82999786775,2017,2017,4284
"4285","037006665",1,5762.00835098299,2006,2006,4285
"4286","148536014",2,5741.68410687558,2017,2018,4286
"4287","009552399",1,5721.59607521818,2006,2006,4287
"4288","177054967",1,5719.92351077701,2009,2009,4288
"4289","050291467",1,5694.22001744202,2006,2006,4289
"4290","024320863",1,5680.3962034387,2008,2008,4290
"4291","148173784",1,5670.75482506245,2006,2006,4291
"4292","926028564",1,5667.69446662301,2005,2005,4292
"4293","046865254",1,5666.84395966585,2006,2006,4293
"4294","001399435",1,5624.46222632018,2011,2011,4294
"4295","002369122",5,5605.63053369353,2016,2019,4295
"4296","072873797",5,5584.78476810284,2005,2008,4296
"4297","780276734",1,5584.22195398876,2007,2007,4297
"4298","257331348",1,5578.63069643322,2005,2005,4298
"4299","049868482",1,5572.98319014758,2006,2006,4299
"4300","808328421",1,5562.25645910723,2013,2013,4300
"4301","929245017",2,5552.80485858349,2014,2014,4301
"4302","607129244",1,5548.0973696141,2004,2004,4302
"4303","176086382",1,5529.96367078503,2006,2006,4303
"4304","120347484",1,5527.3564271873,2006,2006,4304
"4305","792251084",1,5523.53128723102,2009,2009,4305
"4306","HOFMANN MONDIAL",1,5521.02519267664,2015,2015,4306
"4307","001027218",1,5518.23107459525,2006,2006,4307
"4308","001479187",1,5475.21155523271,2006,2006,4308.5
"4309","088721642",1,5475.21155523271,2006,2006,4308.5
"4310","004295705",1,5463.47895904292,2006,2006,4310
"4311","036277643",1,5449.13911925541,2006,2006,4311
"4312","045923315",1,5442.95008894182,2015,2015,4312
"4313","015774543",1,5436.38223803248,2009,2009,4313
"4314","002519234",1,5426.1114597716,2010,2010,4314
"4315","077030773",1,5416.72446576225,2016,2016,4315
"4316","196692776",1,5412.63770888719,2005,2006,4316
"4317","046542684",1,5411.33408708833,2006,2006,4317
"4318","556061331",1,5376.23711957152,2009,2009,4318
"4319","006158901",1,5374.83267672011,2006,2006,4319
"4320","783882277",1,5373.79785420526,2015,2015,4320
"4321","153226774",1,5344.84937534621,2006,2006,4321
"4322","042074849",1,5331.48403312883,2008,2008,4322
"4323","014283360",1,5288.79363799502,2006,2006,4323
"4324","006472427",1,5288.71350173362,2007,2007,4324
"4325","064841380",1,5286.18639439729,2006,2006,4325
"4326","361809528",1,5283.57915079956,2006,2006,4326
"4327","YORK INTERNATIONAL",1,5275.75742000637,2006,2006,4327
"4328","809735814",1,5254.47003301736,2007,2007,4328
"4329","112944413",1,5215.3472246294,2003,2003,4329
"4330","932980287",1,5207.9690864654,2006,2006,4330
"4331","927766113",1,5206.13916695864,2004,2004,4331
"4332","095406419",2,5181.96900090684,2012,2012,4332
"4333","008489700",1,5153.21697091307,2006,2006,4333
"4334","131033516",3,5146.69886191875,2006,2010,4334
"4335","007083954",1,5139.05686067737,2007,2007,4335
"4336","078362432",1,5135.05964535864,2012,2012,4336
"4337","108170648",1,5133.6626439301,2006,2006,4337
"4338","054439542",1,5127.14453493577,2006,2006,4338
"4339","153876206",1,5126.68247777795,2011,2011,4339
"4340","828420948",1,5112.07666224703,2011,2011,4340
"4341","161040829",1,5111.50107334939,2006,2006,4341
"4342","037841116",1,5086.73225917096,2006,2006,4342
"4343","103066833",1,5085.49161975518,2013,2013,4343
"4344","043613603",1,5078.91052837777,2006,2006,4344
"4345","009062332",1,5067.29752718658,2015,2015,4345
"4346","071253603",1,5063.07138870235,2008,2008,4346
"4347","867258972",3,5051.0401184853,2008,2021,4347
"4348","008611659",1,5045.90450512023,2014,2014,4348
"4349","176411903",1,5015.03306023339,2006,2006,4349
"4350","014319842",1,4999.54643257409,2007,2007,4350
"4351","694032053",2,4994.68285570149,2014,2014,4351
"4352","AVNET",1,4992.87148965268,2006,2006,4352
"4353","099735771",1,4990.26424605495,2006,2006,4353
"4354","946313053",1,4987.81657634401,2016,2016,4354
"4355","182080580",1,4986.35338065836,2006,2006,4355
"4356","825533961",1,4974.82613574021,2008,2008,4356
"4357","022529890",1,4965.30296385783,2007,2007,4357
"4358","783696235",1,4959.49999816499,2017,2017,4358
"4359","004180667",1,4957.67370108333,2006,2006,4359
"4360","194741500",1,4951.15559208901,2006,2006,4360
"4361","022210751",1,4940.72661769809,2006,2006,4361.5
"4362","130991495",1,4940.72661769809,2005,2006,4361.5
"4363","014440254",1,4927.13961815438,2013,2013,4363
"4364","048477702",1,4924.19811823863,2004,2004,4364
"4365","050273861",1,4917.26142531852,2006,2006,4365
"4366","001371020",1,4910.74331632419,2006,2006,4366
"4367","196811137",2,4905.60823593866,2010,2018,4367
"4368","090448341",1,4904.96531047852,2008,2008,4368
"4369","877139220",1,4882.32568526041,2004,2004,4369
"4370","828264226",1,4857.29482257073,2006,2006,4370
"4371","001145721",1,4851.15806813696,2007,2007,4371
"4372","044410975",3,4847.54439246339,2014,2015,4372
"4373","627101715",2,4835.85074468954,2017,2020,4373
"4374","197296275",1,4829.91876479457,2006,2006,4374
"4375","691687305",1,4829.50284531108,2015,2015,4375
"4376","119079762",1,4786.88140719072,2014,2014,4376
"4377","932819535",1,4780.3811364377,2006,2006,4377
"4378","876383969",1,4758.219565857,2006,2006,4378
"4379","043016773",1,4758.18915045029,2011,2011,4379
"4380","002360923",1,4738.66523887402,2006,2006,4380
"4381","067236505",3,4733.99213279229,2016,2016,4381
"4382","030578447",1,4716.33146686843,2005,2005,4382
"4383","127754161",1,4707.37831570126,2006,2006,4383
"4384","797574795",1,4703.46745030467,2006,2006,4384
"4385","083151741",1,4702.62993180205,2010,2010,4385
"4386","001109685",1,4684.50622408927,2015,2015,4386
"4387","052825437",1,4678.57194861069,2016,2016,4387
"4388","101554046",1,4673.48414893078,2006,2006,4388
"4389","962496881",1,4670.45013071006,2005,2005,4389
"4390","803603125",1,4666.96603993645,2004,2006,4390
"4391","050273820",1,4645.75152897886,2013,2013,4391
"4392","868638545",2,4591.52740573712,2010,2010,4392
"4393","837881903",1,4583.5342448091,2006,2006,4393
"4394","006277610",1,4575.71251401591,2006,2006,4394
"4395","861222748",12,4568.43069056138,2010,2013,4395
"4396","075736475",1,4564.09519462594,2004,2004,4396
"4397","079162144",2,4563.12039924284,2016,2017,4397
"4398","036226744",1,4562.67629602726,2006,2006,4398
"4399","154737386",1,4560.06905242953,2006,2006,4399
"4400","078736300",1,4559.7508520446,2016,2016,4400
"4401","065247251",3,4534.15557329841,2004,2005,4401
"4402","144829970",1,4523.56764206131,2006,2006,4402
"4403","006089593",1,4490.97709708969,2005,2006,4403
"4404","016750664",1,4485.58547341119,2010,2010,4404
"4405","089428148",1,4484.12713688351,2014,2014,4405
"4406","008181153",2,4466.18614308753,2014,2014,4406
"4407","126950661",1,4461.46942247887,2010,2010,4407
"4408","606633428",1,4456.8901,2021,2021,4408
"4409","015160026",2,4453.58583895635,2020,2021,4409
"4410","080394439",2,4452.45198352564,2020,2021,4410
"4411","082270257",1,4444.60150912523,2009,2009,4411
"4412","131205234",1,4442.74309053168,2006,2006,4412
"4413","079298504",3,4438.54257565381,2019,2021,4413
"4414","023875123",1,4415.6284762928,2013,2013,4414
"4415","063369219",1,4407.20830788115,2010,2010,4415
"4416","829596407",1,4398.76769005484,2010,2010,4416
"4417","125827969",1,4380.16924418617,2006,2006,4417
"4418","873037634",1,4375.49379270573,2008,2008,4418
"4419","042089227",1,4359.31129540433,2005,2006,4419
"4420","189973204",5,4352.75583316686,2012,2016,4420
"4421","079674076",1,4349.89863665432,2015,2015,4421
"4422","090669631",1,4343.66783381795,2006,2006,4422
"4423","789308350",1,4341.06059022022,2006,2006,4423
"4424","129492059",1,4338.45334662249,2006,2006,4424
"4425","255141830",1,4321.50160606734,2015,2015,4425
"4426","008973182",1,4301.95193625427,2006,2006,4426
"4427","066045626",1,4297.0535678505,2008,2008,4427
"4428","093608016",1,4291.25438187171,2005,2005,4428
"4429","557327082",1,4289.69979677032,2008,2008,4429
"4430","787945484",1,4280.75839813998,2004,2004,4430
"4431","034049957",1,4256.325173294,2006,2006,4431
"4432","046974937",3,4236.77084631102,2006,2006,4432
"4433","099554248",1,4231.55635911556,2006,2006,4433
"4434","005161708",1,4229.93512189762,2013,2013,4434
"4435","044206712",1,4218.52014112691,2006,2006,4435
"4436","071823983",2,4218.28803519569,2007,2008,4436
"4437","151066763",1,4208.14182224272,2007,2007,4437
"4438","688467406",2,4192.74445423755,2005,2005,4438
"4439","151251584",1,4187.23321795416,2006,2006,4439
"4440","067730283",1,4182.49417868855,2014,2014,4440
"4441","945251924",1,4181.99340873185,2012,2012,4441
"4442","795672372",1,4175.22963184819,2013,2013,4442
"4443","621152730",2,4169.86351782455,2009,2012,4443
"4444","031102965",1,4168.98251277005,2006,2006,4444
"4445","078314237",12,4168.70895223285,2012,2021,4445
"4446","002446219",1,4166.37526917232,2006,2006,4446
"4447","703523803",2,4153.34991672331,2015,2015,4447
"4448","151197878",1,4145.37086484374,2004,2004,4448
"4449","001673073",1,4126.17616309939,2011,2011,4449
